Statistical Division or Subdivision,LGA,Offence category,Subcategory,Jan 1995,Feb 1995,Mar 1995,Apr 1995,May 1995,Jun 1995,Jul 1995,Aug 1995,Sep 1995,Oct 1995,Nov 1995,Dec 1995
Eastern Suburbs,Randwick,Robbery,Robbery with a weapon not a firearm,5,2,5,0,7,1,2,3,7,5,2,12
Eastern Suburbs,Randwick,Blackmail and extortion,,0,0,0,0,0,1,0,0,0,0,1,0
Eastern Suburbs,Randwick,"Harassment, threatening behaviour and private nuisance",,11,4,11,7,7,12,12,15,10,7,11,9
Eastern Suburbs,Randwick,Other offences against the person,,1,0,0,2,1,0,0,1,1,0,1,3
Eastern Suburbs,Randwick,Theft,Break and enter dwelling,122,100,107,110,122,146,82,100,129,123,107,90
Eastern Suburbs,Randwick,Theft,Break and enter non-dwelling,34,33,37,48,41,37,36,20,28,45,27,35
Eastern Suburbs,Randwick,Theft,Receiving or handling stolen goods,6,6,11,8,3,8,4,3,6,3,7,7
Eastern Suburbs,Randwick,Theft,Motor vehicle theft,83,78,62,86,67,79,71,91,94,93,98,71
Eastern Suburbs,Randwick,Theft,Steal from motor vehicle,125,111,129,103,88,134,114,116,91,100,141,103
Eastern Suburbs,Randwick,Theft,Steal from retail store,16,16,19,12,24,23,34,20,20,30,37,26
Eastern Suburbs,Randwick,Theft,Steal from dwelling,45,36,30,28,38,35,48,41,37,34,37,44
Eastern Suburbs,Randwick,Theft,Steal from person,13,13,19,22,25,22,9,21,19,8,14,23
Eastern Suburbs,Randwick,Theft,Stock theft,0,0,1,0,0,1,1,0,0,1,0,0
Eastern Suburbs,Randwick,Theft,Fraud,16,9,35,12,24,16,18,34,6,11,10,6
Eastern Suburbs,Randwick,Theft,Other theft,60,58,69,52,76,53,57,69,61,80,87,66
Eastern Suburbs,Randwick,Arson,,3,4,4,2,6,4,2,3,3,3,3,5
Eastern Suburbs,Randwick,Malicious damage to property,,109,110,105,118,110,150,143,122,103,106,96,122
Eastern Suburbs,Randwick,Drug offences,Possession and/or use of cocaine,1,0,0,0,0,0,0,0,0,1,3,1
Eastern Suburbs,Randwick,Drug offences,Possession and/or use of narcotics,1,1,0,0,0,0,3,1,5,1,0,1
Eastern Suburbs,Randwick,Drug offences,Possession and/or use of cannabis,17,22,10,2,6,10,3,9,5,8,3,6
Eastern Suburbs,Randwick,Drug offences,Possession and/or use of amphetamines,1,2,1,0,0,1,0,0,1,1,0,1
Eastern Suburbs,Randwick,Drug offences,Possession and/or use of ecstasy,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Suburbs,Randwick,Drug offences,Possession and/or use of other drugs,0,0,0,0,1,0,0,0,2,0,1,0
Eastern Suburbs,Randwick,Drug offences,"Dealing, trafficking in cocaine",0,0,0,0,0,0,0,0,0,0,0,1
Eastern Suburbs,Randwick,Drug offences,"Dealing, trafficking in narcotics",0,1,0,0,0,0,2,1,2,0,0,0
Eastern Suburbs,Randwick,Drug offences,"Dealing, trafficking in cannabis",1,15,2,0,1,0,4,2,2,0,0,0
Eastern Suburbs,Randwick,Drug offences,"Dealing, trafficking in amphetamines",0,6,2,0,0,1,0,0,3,0,0,1
Eastern Suburbs,Randwick,Drug offences,"Dealing, trafficking in ecstasy",0,0,0,0,0,0,0,0,0,0,0,0
Eastern Suburbs,Randwick,Drug offences,"Dealing, trafficking in other drugs",0,0,0,0,1,0,0,0,0,0,0,0
Eastern Suburbs,Randwick,Drug offences,Cultivating cannabis,4,1,3,0,0,1,0,1,0,1,2,0
Eastern Suburbs,Randwick,Drug offences,Manufacture drug,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Suburbs,Randwick,Drug offences,Importing drugs,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Suburbs,Randwick,Drug offences,Other drug offences,2,1,2,0,0,2,2,1,0,0,1,2
Eastern Suburbs,Randwick,Prohibited and regulated weapons offences,,2,5,2,3,4,1,2,4,2,7,3,1
Eastern Suburbs,Randwick,Disorderly conduct,Trespass,2,1,3,1,3,3,0,1,2,1,2,1
Eastern Suburbs,Randwick,Disorderly conduct,Offensive conduct,0,2,3,3,5,5,0,1,6,3,0,5
Eastern Suburbs,Randwick,Disorderly conduct,Offensive language,1,4,5,2,4,4,2,3,4,8,1,6
Eastern Suburbs,Randwick,Disorderly conduct,Criminal intent,3,2,3,2,7,4,5,3,2,2,3,2
Eastern Suburbs,Randwick,Betting and gaming offences,,3,0,0,0,0,1,0,0,0,0,0,0
Eastern Suburbs,Randwick,Liquor offences,,0,0,1,0,1,0,2,1,1,0,0,1
Eastern Suburbs,Randwick,Pornography offences,,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Suburbs,Randwick,Prostitution offences,,0,0,0,1,0,0,2,0,1,0,0,0
Eastern Suburbs,Randwick,Against justice procedures,Escape custody,0,1,2,0,0,0,3,0,0,1,1,0
Eastern Suburbs,Randwick,Against justice procedures,Breach Apprehended Violence Order,2,6,4,7,2,3,4,4,4,5,4,5
Eastern Suburbs,Randwick,Against justice procedures,Breach bail conditions,3,3,1,2,1,3,3,3,1,2,0,2
Eastern Suburbs,Randwick,Against justice procedures,Fail to appear,0,4,0,2,1,1,2,0,0,0,1,3
Eastern Suburbs,Randwick,Against justice procedures,Resist or hinder officer,1,9,2,4,7,3,2,1,9,5,0,7
Eastern Suburbs,Randwick,Against justice procedures,Other offences against justice procedures,2,1,3,3,3,0,5,3,1,5,1,2
Eastern Suburbs,Randwick,Transport regulatory offences,,0,2,0,0,1,1,1,0,1,1,1,1
Eastern Suburbs,Randwick,Other offences,,5,4,6,9,3,10,6,9,11,12,13,11
Eastern Suburbs,Waverley,Homicide,Murder (a),0,0,0,0,0,0,0,0,0,0,0,0
Eastern Suburbs,Waverley,Homicide,Attempted murder,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Suburbs,Waverley,Homicide,"Murder accessory, conspiracy",0,0,0,0,0,0,0,0,0,0,0,0
Eastern Suburbs,Waverley,Homicide,Manslaughter (a),0,0,0,0,0,0,0,0,0,0,0,0
Eastern Suburbs,Waverley,Assault,Domestic violence related assault,4,5,1,5,3,2,4,11,5,4,4,5
Eastern Suburbs,Waverley,Assault,Non-domestic violence related assault,27,26,42,14,23,14,31,28,23,30,25,46
Eastern Suburbs,Waverley,Assault,Assault Police,0,2,3,1,1,1,2,1,3,1,3,0
Eastern Suburbs,Waverley,Sexual offences,Sexual assault,4,2,1,0,5,1,1,2,4,0,3,0
Eastern Suburbs,Waverley,Sexual offences,"Indecent assault, act of indecency and other sexual offences",2,12,3,2,2,1,6,8,1,5,3,7
Eastern Suburbs,Waverley,Abduction and kidnapping,,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Suburbs,Waverley,Robbery,Robbery without a weapon,4,6,2,3,3,2,3,3,0,6,7,8
Eastern Suburbs,Waverley,Robbery,Robbery with a firearm,0,2,0,3,2,1,0,2,0,1,1,2
Eastern Suburbs,Waverley,Robbery,Robbery with a weapon not a firearm,4,1,2,0,2,2,4,3,2,4,5,4
Eastern Suburbs,Waverley,Blackmail and extortion,,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Suburbs,Waverley,"Harassment, threatening behaviour and private nuisance",,1,7,6,7,5,6,3,8,7,4,7,10
Eastern Suburbs,Waverley,Other offences against the person,,0,1,0,1,1,0,0,2,1,0,0,0
Eastern Suburbs,Waverley,Theft,Break and enter dwelling,73,67,74,72,77,65,55,71,69,62,59,66
Eastern Suburbs,Waverley,Theft,Break and enter non-dwelling,33,41,27,27,31,37,19,19,13,30,16,37
Eastern Suburbs,Waverley,Theft,Receiving or handling stolen goods,9,15,13,6,10,23,11,18,15,2,5,14
Eastern Suburbs,Waverley,Theft,Motor vehicle theft,76,58,69,61,50,45,48,58,64,56,50,68
Eastern Suburbs,Waverley,Theft,Steal from motor vehicle,83,72,74,44,49,58,52,65,70,95,93,89
Eastern Suburbs,Waverley,Theft,Steal from retail store,25,45,65,34,51,32,51,40,37,38,51,56
Eastern Suburbs,Waverley,Theft,Steal from dwelling,40,30,33,25,20,13,26,17,22,23,25,34
Eastern Suburbs,Waverley,Theft,Steal from person,26,25,16,13,12,27,18,20,24,27,28,24
Eastern Suburbs,Waverley,Theft,Stock theft,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Suburbs,Waverley,Theft,Fraud,26,38,87,75,19,13,15,14,22,53,16,48
Eastern Suburbs,Waverley,Theft,Other theft,98,72,81,41,82,50,41,62,47,56,52,76
Eastern Suburbs,Waverley,Arson,,7,1,1,1,3,0,1,1,0,2,0,2
Eastern Suburbs,Waverley,Malicious damage to property,,66,50,67,62,40,51,46,50,43,58,55,64
Eastern Suburbs,Waverley,Drug offences,Possession and/or use of cocaine,1,1,0,1,2,0,0,0,0,0,0,0
Eastern Suburbs,Waverley,Drug offences,Possession and/or use of narcotics,1,0,0,0,2,0,2,3,1,0,0,0
Eastern Suburbs,Waverley,Drug offences,Possession and/or use of cannabis,2,3,5,4,5,3,9,9,6,3,8,1
Eastern Suburbs,Waverley,Drug offences,Possession and/or use of amphetamines,0,0,0,0,1,1,0,3,1,1,0,0
Eastern Suburbs,Waverley,Drug offences,Possession and/or use of ecstasy,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Suburbs,Waverley,Drug offences,Possession and/or use of other drugs,0,0,0,1,0,0,0,0,0,0,0,0
Eastern Suburbs,Waverley,Drug offences,"Dealing, trafficking in cocaine",0,1,0,0,2,0,0,0,0,0,0,0
Eastern Suburbs,Waverley,Drug offences,"Dealing, trafficking in narcotics",0,0,0,0,0,0,0,1,1,0,0,0
Eastern Suburbs,Waverley,Drug offences,"Dealing, trafficking in cannabis",0,0,0,1,0,0,2,2,0,0,2,2
Eastern Suburbs,Waverley,Drug offences,"Dealing, trafficking in amphetamines",0,0,0,0,0,0,1,1,0,0,1,0
Eastern Suburbs,Waverley,Drug offences,"Dealing, trafficking in ecstasy",0,0,0,0,0,0,1,0,0,0,0,0
Eastern Suburbs,Waverley,Drug offences,"Dealing, trafficking in other drugs",0,0,0,0,1,0,0,0,1,0,0,0
Eastern Suburbs,Waverley,Drug offences,Cultivating cannabis,0,3,0,1,1,0,0,0,1,1,2,0
Eastern Suburbs,Waverley,Drug offences,Manufacture drug,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Suburbs,Waverley,Drug offences,Importing drugs,0,0,0,0,0,0,0,1,0,0,0,0
Eastern Suburbs,Waverley,Drug offences,Other drug offences,0,1,0,0,1,2,2,1,1,1,1,1
Eastern Suburbs,Waverley,Prohibited and regulated weapons offences,,3,3,2,0,0,1,1,3,2,0,1,0
Eastern Suburbs,Waverley,Disorderly conduct,Trespass,1,1,4,0,0,1,1,2,0,0,1,1
Eastern Suburbs,Waverley,Disorderly conduct,Offensive conduct,0,1,1,1,1,1,0,1,3,2,1,1
Eastern Suburbs,Waverley,Disorderly conduct,Offensive language,2,1,1,3,2,4,3,0,0,1,4,1
Eastern Suburbs,Waverley,Disorderly conduct,Criminal intent,1,0,1,3,2,0,3,1,4,6,2,1
Eastern Suburbs,Waverley,Betting and gaming offences,,0,0,0,0,0,0,1,0,0,0,0,0
Eastern Suburbs,Waverley,Liquor offences,,0,0,0,0,0,1,0,0,1,0,1,0
Eastern Suburbs,Waverley,Pornography offences,,0,0,0,0,0,0,0,1,0,0,0,0
Eastern Suburbs,Waverley,Prostitution offences,,0,0,1,0,0,0,0,0,0,0,0,0
Eastern Suburbs,Waverley,Against justice procedures,Escape custody,1,0,0,0,0,0,0,0,1,0,0,0
Eastern Suburbs,Waverley,Against justice procedures,Breach Apprehended Violence Order,6,1,4,4,1,0,3,4,4,5,1,2
Eastern Suburbs,Waverley,Against justice procedures,Breach bail conditions,1,0,0,1,0,0,0,1,0,0,1,0
Eastern Suburbs,Waverley,Against justice procedures,Fail to appear,0,1,0,1,1,2,0,3,1,2,1,0
Eastern Suburbs,Waverley,Against justice procedures,Resist or hinder officer,0,1,2,1,2,1,4,2,3,1,6,2
Eastern Suburbs,Waverley,Against justice procedures,Other offences against justice procedures,1,2,2,3,4,2,3,1,3,1,1,0
Eastern Suburbs,Waverley,Transport regulatory offences,,1,2,0,0,1,0,1,3,0,2,1,2
Eastern Suburbs,Waverley,Other offences,,3,4,8,5,3,1,5,8,1,4,7,7
Eastern Suburbs,Woollahra,Homicide,Murder (a),0,0,0,0,0,1,0,0,1,0,0,0
Eastern Suburbs,Woollahra,Homicide,Attempted murder,0,0,0,0,2,0,0,0,0,0,0,0
Eastern Suburbs,Woollahra,Homicide,"Murder accessory, conspiracy",0,0,0,0,0,0,0,0,0,0,0,0
Eastern Suburbs,Woollahra,Homicide,Manslaughter (a),0,0,0,0,0,0,0,0,0,0,0,0
Eastern Suburbs,Woollahra,Assault,Domestic violence related assault,0,3,3,1,1,1,4,5,1,4,2,0
Eastern Suburbs,Woollahra,Assault,Non-domestic violence related assault,13,18,9,7,9,9,15,11,13,14,14,20
Eastern Suburbs,Woollahra,Assault,Assault Police,4,0,1,0,0,0,0,0,0,0,0,0
Eastern Suburbs,Woollahra,Sexual offences,Sexual assault,0,0,2,0,0,0,1,1,0,0,0,2
Eastern Suburbs,Woollahra,Sexual offences,"Indecent assault, act of indecency and other sexual offences",6,1,1,4,4,3,5,4,4,3,7,4
Eastern Suburbs,Woollahra,Abduction and kidnapping,,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Suburbs,Woollahra,Robbery,Robbery without a weapon,3,3,4,2,2,4,1,5,2,6,6,3
Eastern Suburbs,Woollahra,Robbery,Robbery with a firearm,2,2,2,0,1,1,0,3,3,0,0,0
Eastern Suburbs,Woollahra,Robbery,Robbery with a weapon not a firearm,3,0,4,2,2,1,2,2,3,1,3,1
Eastern Suburbs,Woollahra,Blackmail and extortion,,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Suburbs,Woollahra,"Harassment, threatening behaviour and private nuisance",,2,2,1,2,4,1,0,3,3,5,0,5
Eastern Suburbs,Woollahra,Other offences against the person,,0,2,0,1,0,0,1,1,0,0,0,0
Eastern Suburbs,Woollahra,Theft,Break and enter dwelling,111,59,80,85,75,78,52,75,79,66,57,48
Eastern Suburbs,Woollahra,Theft,Break and enter non-dwelling,28,18,44,17,19,32,21,22,34,25,13,17
Eastern Suburbs,Woollahra,Theft,Receiving or handling stolen goods,13,2,2,1,3,2,1,4,2,2,4,3
Eastern Suburbs,Woollahra,Theft,Motor vehicle theft,52,63,60,42,46,39,41,45,61,55,50,65
Eastern Suburbs,Woollahra,Theft,Steal from motor vehicle,79,106,97,66,55,94,66,129,114,125,102,139
Eastern Suburbs,Woollahra,Theft,Steal from retail store,9,10,9,15,20,16,16,17,15,14,18,10
Eastern Suburbs,Woollahra,Theft,Steal from dwelling,30,30,32,17,20,12,11,27,21,27,19,22
Eastern Suburbs,Woollahra,Theft,Steal from person,14,9,13,14,11,18,13,22,15,24,36,20
Eastern Suburbs,Woollahra,Theft,Stock theft,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Suburbs,Woollahra,Theft,Fraud,16,5,11,15,22,9,4,8,3,11,9,8
Eastern Suburbs,Woollahra,Theft,Other theft,44,35,44,39,38,30,28,34,42,58,26,32
Eastern Suburbs,Woollahra,Arson,,1,2,0,0,1,0,1,0,2,2,1,1
Eastern Suburbs,Woollahra,Malicious damage to property,,37,30,46,23,17,26,34,21,24,34,44,31
Eastern Suburbs,Woollahra,Drug offences,Possession and/or use of cocaine,0,0,0,0,0,0,2,1,0,1,0,0
Eastern Suburbs,Woollahra,Drug offences,Possession and/or use of narcotics,2,2,0,0,1,0,1,0,2,0,0,0
Eastern Suburbs,Woollahra,Drug offences,Possession and/or use of cannabis,1,3,3,1,2,3,0,7,3,2,3,4
Eastern Suburbs,Woollahra,Drug offences,Possession and/or use of amphetamines,3,0,2,0,0,1,0,0,0,0,1,1
Eastern Suburbs,Woollahra,Drug offences,Possession and/or use of ecstasy,1,0,1,0,0,0,0,0,0,0,0,0
Eastern Suburbs,Woollahra,Drug offences,Possession and/or use of other drugs,0,0,1,0,6,0,0,1,0,0,3,0
Eastern Suburbs,Woollahra,Drug offences,"Dealing, trafficking in cocaine",0,0,1,0,1,1,0,1,0,2,0,0
Eastern Suburbs,Woollahra,Drug offences,"Dealing, trafficking in narcotics",1,1,0,0,0,0,0,0,0,0,0,1
Eastern Suburbs,Woollahra,Drug offences,"Dealing, trafficking in cannabis",0,0,1,1,1,0,0,0,2,0,0,1
Eastern Suburbs,Woollahra,Drug offences,"Dealing, trafficking in amphetamines",1,0,0,0,1,0,0,0,0,0,0,1
Eastern Suburbs,Woollahra,Drug offences,"Dealing, trafficking in ecstasy",0,0,0,0,0,0,0,0,0,0,1,0
Eastern Suburbs,Woollahra,Drug offences,"Dealing, trafficking in other drugs",0,0,0,0,0,0,0,0,0,0,0,0
Eastern Suburbs,Woollahra,Drug offences,Cultivating cannabis,0,0,1,0,0,0,0,0,0,0,1,0
Eastern Suburbs,Woollahra,Drug offences,Manufacture drug,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Suburbs,Woollahra,Drug offences,Importing drugs,0,0,0,0,0,0,0,0,0,0,0,1
Eastern Suburbs,Woollahra,Drug offences,Other drug offences,0,0,0,0,0,1,0,1,0,0,2,0
Eastern Suburbs,Woollahra,Prohibited and regulated weapons offences,,2,2,4,3,1,1,3,0,0,2,3,3
Eastern Suburbs,Woollahra,Disorderly conduct,Trespass,2,1,0,0,2,0,1,0,0,1,0,1
Eastern Suburbs,Woollahra,Disorderly conduct,Offensive conduct,1,0,0,1,0,0,0,0,0,0,0,0
Eastern Suburbs,Woollahra,Disorderly conduct,Offensive language,2,1,1,0,0,0,1,0,0,0,0,1
Eastern Suburbs,Woollahra,Disorderly conduct,Criminal intent,2,0,2,1,2,1,0,2,2,2,1,3
Eastern Suburbs,Woollahra,Betting and gaming offences,,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Suburbs,Woollahra,Liquor offences,,0,0,0,0,0,0,0,2,1,1,0,0
Eastern Suburbs,Woollahra,Pornography offences,,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Suburbs,Woollahra,Prostitution offences,,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Suburbs,Woollahra,Against justice procedures,Escape custody,0,0,0,0,0,0,0,0,0,0,0,1
Eastern Suburbs,Woollahra,Against justice procedures,Breach Apprehended Violence Order,0,2,0,2,0,3,0,0,0,3,0,1
Eastern Suburbs,Woollahra,Against justice procedures,Breach bail conditions,0,0,0,1,0,0,0,0,0,1,1,0
Eastern Suburbs,Woollahra,Against justice procedures,Fail to appear,1,0,0,0,0,3,0,0,1,0,0,1
Eastern Suburbs,Woollahra,Against justice procedures,Resist or hinder officer,2,2,2,0,0,0,1,0,0,0,0,0
Eastern Suburbs,Woollahra,Against justice procedures,Other offences against justice procedures,1,1,2,1,0,2,1,3,3,2,0,1
Eastern Suburbs,Woollahra,Transport regulatory offences,,0,0,0,0,0,0,0,0,0,1,0,1
Eastern Suburbs,Woollahra,Other offences,,3,6,1,0,2,1,3,3,1,2,1,4
St George-Sutherland,Hurstville,Homicide,Murder (a),0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Hurstville,Homicide,Attempted murder,0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Hurstville,Homicide,"Murder accessory, conspiracy",0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Hurstville,Homicide,Manslaughter (a),0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Hurstville,Assault,Domestic violence related assault,5,5,4,7,5,3,6,5,7,14,8,8
St George-Sutherland,Hurstville,Assault,Non-domestic violence related assault,15,31,20,24,30,24,25,21,15,26,32,25
St George-Sutherland,Hurstville,Assault,Assault Police,0,1,0,2,0,0,2,0,1,0,0,1
St George-Sutherland,Hurstville,Sexual offences,Sexual assault,0,1,5,1,1,2,1,1,1,0,1,0
St George-Sutherland,Hurstville,Sexual offences,"Indecent assault, act of indecency and other sexual offences",5,3,2,6,2,4,1,4,8,5,2,0
St George-Sutherland,Hurstville,Abduction and kidnapping,,0,1,0,0,1,0,0,2,0,0,1,0
St George-Sutherland,Hurstville,Robbery,Robbery without a weapon,5,7,8,9,10,8,6,2,2,5,2,6
St George-Sutherland,Hurstville,Robbery,Robbery with a firearm,1,0,0,2,0,1,2,1,0,1,1,1
St George-Sutherland,Hurstville,Robbery,Robbery with a weapon not a firearm,0,0,0,2,4,2,2,1,0,3,4,3
St George-Sutherland,Hurstville,Blackmail and extortion,,0,0,0,0,0,0,0,0,0,0,1,0
St George-Sutherland,Hurstville,"Harassment, threatening behaviour and private nuisance",,6,3,6,7,7,3,9,8,6,5,11,9
St George-Sutherland,Hurstville,Other offences against the person,,0,0,1,1,1,1,0,0,0,1,0,0
St George-Sutherland,Hurstville,Theft,Break and enter dwelling,36,22,39,48,41,39,87,81,90,99,62,78
St George-Sutherland,Hurstville,Theft,Break and enter non-dwelling,25,25,25,21,29,28,34,42,28,16,41,14
St George-Sutherland,Hurstville,Theft,Receiving or handling stolen goods,2,3,3,0,2,4,1,2,4,1,6,6
St George-Sutherland,Hurstville,Theft,Motor vehicle theft,67,66,49,67,65,60,61,56,69,69,57,53
St George-Sutherland,Hurstville,Theft,Steal from motor vehicle,50,50,53,54,45,40,50,44,58,69,85,71
St George-Sutherland,Hurstville,Theft,Steal from retail store,20,26,28,23,25,29,26,31,21,34,35,22
St George-Sutherland,Hurstville,Theft,Steal from dwelling,17,12,16,13,16,19,16,24,10,17,24,24
St George-Sutherland,Hurstville,Theft,Steal from person,4,9,6,4,8,17,15,7,7,8,9,16
St George-Sutherland,Hurstville,Theft,Stock theft,0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Hurstville,Theft,Fraud,10,8,32,28,9,10,8,5,13,22,10,5
St George-Sutherland,Hurstville,Theft,Other theft,36,25,33,32,37,42,27,30,39,41,36,30
St George-Sutherland,Hurstville,Arson,,6,1,2,5,4,0,2,5,3,2,6,5
St George-Sutherland,Hurstville,Malicious damage to property,,83,59,67,55,55,53,61,59,62,68,70,72
St George-Sutherland,Hurstville,Drug offences,Possession and/or use of cocaine,0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Hurstville,Drug offences,Possession and/or use of narcotics,0,0,0,0,0,1,1,0,0,0,0,1
St George-Sutherland,Hurstville,Drug offences,Possession and/or use of cannabis,5,2,6,2,1,1,7,1,1,1,1,7
St George-Sutherland,Hurstville,Drug offences,Possession and/or use of amphetamines,2,1,0,2,0,1,0,0,0,0,0,1
St George-Sutherland,Hurstville,Drug offences,Possession and/or use of ecstasy,0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Hurstville,Drug offences,Possession and/or use of other drugs,0,0,0,1,0,0,0,0,0,0,0,0
St George-Sutherland,Hurstville,Drug offences,"Dealing, trafficking in cocaine",0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Hurstville,Drug offences,"Dealing, trafficking in narcotics",0,0,1,0,0,0,0,0,0,0,1,0
St George-Sutherland,Hurstville,Drug offences,"Dealing, trafficking in cannabis",1,0,0,3,1,1,2,0,0,0,0,0
St George-Sutherland,Hurstville,Drug offences,"Dealing, trafficking in amphetamines",1,0,0,0,0,0,0,1,0,0,0,0
St George-Sutherland,Hurstville,Drug offences,"Dealing, trafficking in ecstasy",0,0,0,0,0,1,0,0,0,0,0,0
St George-Sutherland,Hurstville,Drug offences,"Dealing, trafficking in other drugs",0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Hurstville,Drug offences,Cultivating cannabis,3,2,3,0,1,0,2,0,1,2,1,1
St George-Sutherland,Hurstville,Drug offences,Manufacture drug,0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Hurstville,Drug offences,Importing drugs,0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Hurstville,Drug offences,Other drug offences,0,0,1,0,0,0,4,0,0,0,2,3
St George-Sutherland,Hurstville,Prohibited and regulated weapons offences,,1,0,1,2,1,1,0,0,3,1,2,3
St George-Sutherland,Hurstville,Disorderly conduct,Trespass,1,0,1,1,3,1,3,2,3,3,2,4
St George-Sutherland,Hurstville,Disorderly conduct,Offensive conduct,4,0,3,1,1,0,1,0,1,3,1,1
St George-Sutherland,Hurstville,Disorderly conduct,Offensive language,2,2,2,2,1,0,3,1,0,2,1,1
St George-Sutherland,Hurstville,Disorderly conduct,Criminal intent,3,1,1,3,1,1,2,2,1,1,2,1
St George-Sutherland,Hurstville,Betting and gaming offences,,0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Hurstville,Liquor offences,,0,1,0,0,2,0,0,0,0,2,0,0
St George-Sutherland,Hurstville,Pornography offences,,0,2,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Hurstville,Prostitution offences,,0,0,0,1,0,0,0,0,0,1,0,0
St George-Sutherland,Hurstville,Against justice procedures,Escape custody,0,0,1,1,0,0,1,0,1,0,0,1
St George-Sutherland,Hurstville,Against justice procedures,Breach Apprehended Violence Order,1,8,1,5,4,1,2,10,2,4,3,8
St George-Sutherland,Hurstville,Against justice procedures,Breach bail conditions,1,1,1,0,2,0,0,1,2,1,0,2
St George-Sutherland,Hurstville,Against justice procedures,Fail to appear,1,0,1,2,0,0,2,0,0,1,3,0
St George-Sutherland,Hurstville,Against justice procedures,Resist or hinder officer,0,4,1,4,2,1,6,0,0,1,0,3
St George-Sutherland,Hurstville,Against justice procedures,Other offences against justice procedures,1,0,0,0,3,0,0,0,2,1,4,2
St George-Sutherland,Hurstville,Transport regulatory offences,,0,0,2,0,0,1,2,0,0,2,0,1
St George-Sutherland,Hurstville,Other offences,,2,6,4,6,2,5,7,4,4,7,6,3
St George-Sutherland,Kogarah,Homicide,Murder (a),0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Kogarah,Homicide,Attempted murder,0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Kogarah,Homicide,"Murder accessory, conspiracy",0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Kogarah,Homicide,Manslaughter (a),0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Kogarah,Assault,Domestic violence related assault,3,1,4,5,1,6,3,1,2,4,4,5
St George-Sutherland,Kogarah,Assault,Non-domestic violence related assault,8,6,10,6,5,5,9,4,9,8,3,5
St George-Sutherland,Kogarah,Assault,Assault Police,0,2,0,0,1,1,0,0,0,0,0,1
St George-Sutherland,Kogarah,Sexual offences,Sexual assault,1,1,0,1,0,0,0,2,1,0,0,1
