Statistical Division or Subdivision,LGA,Offence category,Subcategory,Jan 1995,Feb 1995,Mar 1995,Apr 1995,May 1995,Jun 1995,Jul 1995,Aug 1995,Sep 1995,Oct 1995,Nov 1995,Dec 1995
Lower Northern Sydney,Hunters Hill,Assault,Assault Police,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Sexual offences,Sexual assault,0,0,0,0,0,0,1,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Sexual offences,"Indecent assault, act of indecency and other sexual offences",1,3,1,0,0,1,0,0,0,2,0,0
Lower Northern Sydney,Hunters Hill,Abduction and kidnapping,,0,1,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Robbery,Robbery without a weapon,0,0,0,0,0,1,1,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Robbery,Robbery with a firearm,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Robbery,Robbery with a weapon not a firearm,0,0,0,1,0,0,0,0,0,0,1,0
Lower Northern Sydney,Hunters Hill,Blackmail and extortion,,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,"Harassment, threatening behaviour and private nuisance",,0,1,0,1,0,0,0,2,0,3,0,0
Lower Northern Sydney,Hunters Hill,Other offences against the person,,0,0,0,1,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Theft,Break and enter dwelling,7,8,3,3,6,3,9,5,5,10,8,3
Lower Northern Sydney,Hunters Hill,Theft,Break and enter non-dwelling,6,2,3,7,3,5,2,7,3,5,4,3
Lower Northern Sydney,Hunters Hill,Theft,Receiving or handling stolen goods,0,0,0,0,0,0,1,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Theft,Motor vehicle theft,3,6,5,4,4,2,3,5,6,6,2,6
Lower Northern Sydney,Hunters Hill,Theft,Steal from motor vehicle,9,15,12,2,13,5,11,8,11,16,12,27
Lower Northern Sydney,Hunters Hill,Theft,Steal from retail store,0,1,0,1,2,0,1,0,0,0,2,2
Lower Northern Sydney,Hunters Hill,Theft,Steal from dwelling,5,3,2,3,4,10,7,6,8,11,3,10
Lower Northern Sydney,Hunters Hill,Theft,Steal from person,1,0,1,0,0,0,1,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Theft,Stock theft,0,0,0,0,0,0,0,0,0,1,0,0
Lower Northern Sydney,Hunters Hill,Theft,Fraud,0,0,0,0,1,2,1,3,3,0,3,0
Lower Northern Sydney,Hunters Hill,Theft,Other theft,2,3,9,4,12,7,4,8,3,4,8,2
Lower Northern Sydney,Hunters Hill,Arson,,0,0,0,0,0,1,1,0,0,0,2,0
Lower Northern Sydney,Hunters Hill,Malicious damage to property,,9,10,7,7,17,14,12,9,7,11,7,12
Lower Northern Sydney,Hunters Hill,Drug offences,Possession and/or use of cocaine,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Drug offences,Possession and/or use of narcotics,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Drug offences,Possession and/or use of cannabis,0,0,1,0,0,1,2,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Drug offences,Possession and/or use of amphetamines,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Drug offences,Possession and/or use of ecstasy,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Drug offences,Possession and/or use of other drugs,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Drug offences,"Dealing, trafficking in cocaine",0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Drug offences,"Dealing, trafficking in narcotics",0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Drug offences,"Dealing, trafficking in cannabis",0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Drug offences,"Dealing, trafficking in amphetamines",0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Drug offences,"Dealing, trafficking in ecstasy",0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Drug offences,"Dealing, trafficking in other drugs",0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Drug offences,Cultivating cannabis,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Drug offences,Manufacture drug,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Drug offences,Importing drugs,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Drug offences,Other drug offences,0,0,0,0,0,0,1,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Prohibited and regulated weapons offences,,0,0,1,0,1,0,3,0,0,0,2,0
Lower Northern Sydney,Hunters Hill,Disorderly conduct,Trespass,0,2,0,0,0,0,2,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Disorderly conduct,Offensive conduct,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Disorderly conduct,Offensive language,0,0,0,0,0,0,0,0,0,0,0,1
Lower Northern Sydney,Hunters Hill,Disorderly conduct,Criminal intent,0,0,0,0,1,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Betting and gaming offences,,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Liquor offences,,0,0,1,0,2,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Pornography offences,,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Prostitution offences,,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Against justice procedures,Escape custody,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Against justice procedures,Breach Apprehended Violence Order,0,0,0,1,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Against justice procedures,Breach bail conditions,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Against justice procedures,Fail to appear,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Against justice procedures,Resist or hinder officer,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Against justice procedures,Other offences against justice procedures,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Transport regulatory offences,,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Other offences,,0,0,0,0,1,0,1,0,1,2,0,0
Lower Northern Sydney,Lane Cove,Homicide,Murder (a),0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Homicide,Attempted murder,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Homicide,"Murder accessory, conspiracy",0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Homicide,Manslaughter (a),0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Assault,Domestic violence related assault,0,0,2,0,0,0,1,0,1,0,3,4
Lower Northern Sydney,Lane Cove,Assault,Non-domestic violence related assault,2,1,4,3,3,3,4,2,3,3,2,2
Lower Northern Sydney,Lane Cove,Assault,Assault Police,0,0,0,0,0,0,0,0,0,1,0,1
Lower Northern Sydney,Lane Cove,Sexual offences,Sexual assault,1,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Sexual offences,"Indecent assault, act of indecency and other sexual offences",0,2,1,0,0,0,0,1,2,0,2,0
Lower Northern Sydney,Lane Cove,Abduction and kidnapping,,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Robbery,Robbery without a weapon,0,0,2,0,1,3,0,0,1,2,1,0
Lower Northern Sydney,Lane Cove,Robbery,Robbery with a firearm,0,0,1,2,0,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Robbery,Robbery with a weapon not a firearm,0,1,0,0,0,0,0,0,0,1,2,0
Lower Northern Sydney,Lane Cove,Blackmail and extortion,,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,"Harassment, threatening behaviour and private nuisance",,3,1,4,1,1,3,2,1,0,1,1,0
Lower Northern Sydney,Lane Cove,Other offences against the person,,0,0,0,0,2,0,0,0,0,1,0,0
Lower Northern Sydney,Lane Cove,Theft,Break and enter dwelling,33,19,26,17,35,24,33,18,38,19,25,22
Lower Northern Sydney,Lane Cove,Theft,Break and enter non-dwelling,18,7,11,16,28,17,20,14,10,7,5,8
Lower Northern Sydney,Lane Cove,Theft,Receiving or handling stolen goods,1,0,0,1,1,2,0,1,2,1,0,0
Lower Northern Sydney,Lane Cove,Theft,Motor vehicle theft,7,8,18,6,14,10,6,4,5,15,7,10
Lower Northern Sydney,Lane Cove,Theft,Steal from motor vehicle,51,19,31,20,75,24,29,22,17,36,20,50
Lower Northern Sydney,Lane Cove,Theft,Steal from retail store,8,3,1,4,6,3,6,3,2,4,5,5
Lower Northern Sydney,Lane Cove,Theft,Steal from dwelling,10,5,6,1,13,5,5,1,6,6,15,10
Lower Northern Sydney,Lane Cove,Theft,Steal from person,0,1,1,3,5,3,2,5,2,3,5,1
Lower Northern Sydney,Lane Cove,Theft,Stock theft,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Theft,Fraud,4,7,1,51,3,4,89,26,228,108,4,8
Lower Northern Sydney,Lane Cove,Theft,Other theft,13,16,23,12,20,15,18,11,10,17,10,23
Lower Northern Sydney,Lane Cove,Arson,,0,0,0,0,1,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Malicious damage to property,,38,23,23,14,14,17,19,10,17,18,9,16
Lower Northern Sydney,Lane Cove,Drug offences,Possession and/or use of cocaine,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Drug offences,Possession and/or use of narcotics,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Drug offences,Possession and/or use of cannabis,0,5,1,5,5,5,4,1,0,0,0,1
Lower Northern Sydney,Lane Cove,Drug offences,Possession and/or use of amphetamines,0,0,0,1,1,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Drug offences,Possession and/or use of ecstasy,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Drug offences,Possession and/or use of other drugs,1,0,0,0,0,0,2,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Drug offences,"Dealing, trafficking in cocaine",0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Drug offences,"Dealing, trafficking in narcotics",0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Drug offences,"Dealing, trafficking in cannabis",0,0,0,1,0,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Drug offences,"Dealing, trafficking in amphetamines",0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Drug offences,"Dealing, trafficking in ecstasy",0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Drug offences,"Dealing, trafficking in other drugs",1,0,0,0,0,0,1,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Drug offences,Cultivating cannabis,0,1,0,1,0,1,0,0,1,0,0,0
Lower Northern Sydney,Lane Cove,Drug offences,Manufacture drug,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Drug offences,Importing drugs,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Drug offences,Other drug offences,1,1,0,2,0,0,1,0,0,2,0,0
Lower Northern Sydney,Lane Cove,Prohibited and regulated weapons offences,,1,0,0,1,2,3,1,1,2,1,0,0
Lower Northern Sydney,Lane Cove,Disorderly conduct,Trespass,0,0,0,0,1,2,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Disorderly conduct,Offensive conduct,0,0,0,0,0,1,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Disorderly conduct,Offensive language,0,0,0,0,0,0,0,0,0,0,1,0
Lower Northern Sydney,Lane Cove,Disorderly conduct,Criminal intent,3,0,0,1,1,1,0,0,1,0,2,0
Lower Northern Sydney,Lane Cove,Betting and gaming offences,,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Liquor offences,,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Pornography offences,,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Prostitution offences,,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Against justice procedures,Escape custody,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Against justice procedures,Breach Apprehended Violence Order,0,0,0,0,0,0,0,1,1,0,0,0
Lower Northern Sydney,Lane Cove,Against justice procedures,Breach bail conditions,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Against justice procedures,Fail to appear,1,0,0,0,1,0,1,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Against justice procedures,Resist or hinder officer,0,0,0,0,0,0,0,0,0,0,1,0
Lower Northern Sydney,Lane Cove,Against justice procedures,Other offences against justice procedures,0,0,0,1,0,0,0,0,0,0,1,0
Lower Northern Sydney,Lane Cove,Transport regulatory offences,,1,0,0,1,0,0,0,0,0,0,0,0
Lower Northern Sydney,Lane Cove,Other offences,,0,1,2,1,5,5,0,0,0,0,2,5
Lower Northern Sydney,Mosman,Homicide,Murder (a),0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Mosman,Homicide,Attempted murder,0,0,0,0,0,0,0,0,1,0,0,0
Lower Northern Sydney,Mosman,Homicide,"Murder accessory, conspiracy",0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Mosman,Homicide,Manslaughter (a),0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Mosman,Assault,Domestic violence related assault,1,1,1,1,1,1,1,1,0,4,0,2
Lower Northern Sydney,Mosman,Assault,Non-domestic violence related assault,6,5,10,5,6,4,3,1,3,4,2,3
Lower Northern Sydney,Mosman,Assault,Assault Police,0,0,0,0,0,0,1,0,0,0,0,0
Lower Northern Sydney,Mosman,Sexual offences,Sexual assault,0,0,0,0,0,3,1,1,0,0,4,1
Lower Northern Sydney,Mosman,Sexual offences,"Indecent assault, act of indecency and other sexual offences",4,1,1,3,0,2,0,0,0,1,0,0
Lower Northern Sydney,Mosman,Abduction and kidnapping,,0,1,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Mosman,Robbery,Robbery without a weapon,0,0,1,1,0,1,0,0,1,0,1,1
Lower Northern Sydney,Mosman,Robbery,Robbery with a firearm,1,0,0,0,0,0,0,2,0,0,0,0
Lower Northern Sydney,Mosman,Robbery,Robbery with a weapon not a firearm,0,0,0,3,1,0,0,0,0,1,2,0
Lower Northern Sydney,Mosman,Blackmail and extortion,,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Mosman,"Harassment, threatening behaviour and private nuisance",,2,1,4,0,3,0,3,3,1,1,0,2
Lower Northern Sydney,Mosman,Other offences against the person,,0,0,1,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Mosman,Theft,Break and enter dwelling,34,33,51,34,20,30,26,25,15,13,13,13
Lower Northern Sydney,Mosman,Theft,Break and enter non-dwelling,13,12,18,10,16,7,19,13,10,9,3,9
Lower Northern Sydney,Mosman,Theft,Receiving or handling stolen goods,0,1,3,0,0,6,1,0,2,1,0,0
Lower Northern Sydney,Mosman,Theft,Motor vehicle theft,17,17,9,15,12,12,9,11,9,18,9,4
Lower Northern Sydney,Mosman,Theft,Steal from motor vehicle,29,43,59,36,46,49,31,59,43,53,43,31
Lower Northern Sydney,Mosman,Theft,Steal from retail store,4,4,5,3,5,12,6,5,4,3,4,5
Lower Northern Sydney,Mosman,Theft,Steal from dwelling,11,21,14,10,13,5,6,15,14,9,6,6
Lower Northern Sydney,Mosman,Theft,Steal from person,0,1,4,0,8,13,3,7,5,8,5,6
Lower Northern Sydney,Mosman,Theft,Stock theft,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Mosman,Theft,Fraud,8,10,14,3,1,5,4,0,8,1,6,5
Lower Northern Sydney,Mosman,Theft,Other theft,27,15,29,17,11,13,11,11,6,17,11,14
Lower Northern Sydney,Mosman,Arson,,0,0,0,0,0,0,0,0,1,0,0,0
Lower Northern Sydney,Mosman,Malicious damage to property,,14,22,19,19,22,14,23,12,12,13,9,28
Lower Northern Sydney,Mosman,Drug offences,Possession and/or use of cocaine,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Mosman,Drug offences,Possession and/or use of narcotics,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Mosman,Drug offences,Possession and/or use of cannabis,1,0,0,0,1,1,0,0,1,0,1,0
Lower Northern Sydney,Mosman,Drug offences,Possession and/or use of amphetamines,0,0,1,1,0,0,0,0,1,0,0,0
Lower Northern Sydney,Mosman,Drug offences,Possession and/or use of ecstasy,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Mosman,Drug offences,Possession and/or use of other drugs,1,0,0,0,0,1,0,0,0,0,0,0
Lower Northern Sydney,Mosman,Drug offences,"Dealing, trafficking in cocaine",0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Mosman,Drug offences,"Dealing, trafficking in narcotics",0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Mosman,Drug offences,"Dealing, trafficking in cannabis",0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Mosman,Drug offences,"Dealing, trafficking in amphetamines",0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Mosman,Drug offences,"Dealing, trafficking in ecstasy",0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Mosman,Drug offences,"Dealing, trafficking in other drugs",1,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Mosman,Drug offences,Cultivating cannabis,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Mosman,Drug offences,Manufacture drug,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Mosman,Drug offences,Importing drugs,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Mosman,Drug offences,Other drug offences,0,0,0,0,1,0,0,2,1,0,0,0
Lower Northern Sydney,Mosman,Prohibited and regulated weapons offences,,0,0,0,0,1,0,1,2,0,0,0,0
Lower Northern Sydney,Mosman,Disorderly conduct,Trespass,1,0,1,0,0,0,0,0,0,0,0,3
Lower Northern Sydney,Mosman,Disorderly conduct,Offensive conduct,0,0,1,0,0,0,0,0,0,0,2,0
Lower Northern Sydney,Mosman,Disorderly conduct,Offensive language,1,1,1,0,0,0,0,1,0,0,0,0
Lower Northern Sydney,Mosman,Disorderly conduct,Criminal intent,0,0,1,1,1,0,1,2,3,5,1,0
Lower Northern Sydney,Mosman,Betting and gaming offences,,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Mosman,Liquor offences,,1,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Mosman,Pornography offences,,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Mosman,Prostitution offences,,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Mosman,Against justice procedures,Escape custody,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Mosman,Against justice procedures,Breach Apprehended Violence Order,0,1,1,0,0,1,0,1,0,1,0,0
Lower Northern Sydney,Mosman,Against justice procedures,Breach bail conditions,0,0,0,0,1,0,0,0,0,0,0,0
Lower Northern Sydney,Mosman,Against justice procedures,Fail to appear,0,0,0,0,0,0,1,0,0,0,0,0
Lower Northern Sydney,Mosman,Against justice procedures,Resist or hinder officer,0,0,0,0,0,0,2,0,0,0,0,0
Lower Northern Sydney,Mosman,Against justice procedures,Other offences against justice procedures,0,0,0,0,0,0,0,0,0,1,0,0
Lower Northern Sydney,Mosman,Transport regulatory offences,,1,0,0,0,0,0,1,0,1,0,0,0
Lower Northern Sydney,Mosman,Other offences,,1,1,2,0,1,2,1,1,0,1,0,0
Lower Northern Sydney,North Sydney,Homicide,Murder (a),0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,North Sydney,Homicide,Attempted murder,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,North Sydney,Homicide,"Murder accessory, conspiracy",0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,North Sydney,Homicide,Manslaughter (a),0,1,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,North Sydney,Assault,Domestic violence related assault,2,2,2,4,3,3,0,2,4,2,3,6
Lower Northern Sydney,North Sydney,Assault,Non-domestic violence related assault,16,24,20,18,18,16,11,13,34,24,17,17
Lower Northern Sydney,North Sydney,Assault,Assault Police,1,0,3,5,0,1,1,0,2,1,1,2
Lower Northern Sydney,North Sydney,Sexual offences,Sexual assault,0,1,1,1,0,1,2,1,0,2,4,0
Lower Northern Sydney,North Sydney,Sexual offences,"Indecent assault, act of indecency and other sexual offences",2,4,5,5,4,2,0,3,3,14,8,1
Lower Northern Sydney,North Sydney,Abduction and kidnapping,,1,0,0,0,0,0,0,0,0,1,0,0
Lower Northern Sydney,North Sydney,Robbery,Robbery without a weapon,2,4,2,3,4,1,5,4,2,5,5,3
Lower Northern Sydney,North Sydney,Robbery,Robbery with a firearm,2,1,0,0,0,2,1,0,0,0,0,0
Lower Northern Sydney,North Sydney,Robbery,Robbery with a weapon not a firearm,2,1,0,3,1,1,1,2,2,6,7,1
Lower Northern Sydney,North Sydney,Blackmail and extortion,,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,North Sydney,"Harassment, threatening behaviour and private nuisance",,7,7,13,4,7,6,12,11,7,9,8,9
Lower Northern Sydney,North Sydney,Other offences against the person,,1,1,1,1,0,0,1,0,1,3,0,1
Lower Northern Sydney,North Sydney,Theft,Break and enter dwelling,99,69,121,77,84,60,50,96,67,80,84,67
Lower Northern Sydney,North Sydney,Theft,Break and enter non-dwelling,47,87,62,72,38,47,60,58,54,54,50,55
Lower Northern Sydney,North Sydney,Theft,Receiving or handling stolen goods,3,10,2,3,2,3,5,4,1,3,3,7
Lower Northern Sydney,North Sydney,Theft,Motor vehicle theft,49,42,48,40,43,51,48,45,33,43,57,44
Lower Northern Sydney,North Sydney,Theft,Steal from motor vehicle,87,88,68,124,92,127,81,139,103,149,136,146
Lower Northern Sydney,North Sydney,Theft,Steal from retail store,13,19,18,22,27,15,9,13,13,15,17,18
Lower Northern Sydney,North Sydney,Theft,Steal from dwelling,36,25,18,13,19,14,24,22,17,37,31,25
Lower Northern Sydney,North Sydney,Theft,Steal from person,11,17,18,14,11,13,7,14,14,17,8,13
Lower Northern Sydney,North Sydney,Theft,Stock theft,1,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,North Sydney,Theft,Fraud,116,78,27,18,17,18,40,29,34,21,30,47
Lower Northern Sydney,North Sydney,Theft,Other theft,60,91,67,52,87,66,79,68,67,51,77,85
Lower Northern Sydney,North Sydney,Arson,,0,0,1,0,0,1,1,0,0,0,0,1
Lower Northern Sydney,North Sydney,Malicious damage to property,,70,79,64,59,48,38,57,38,24,40,42,60
Lower Northern Sydney,North Sydney,Drug offences,Possession and/or use of cocaine,0,0,1,1,0,3,0,0,0,2,0,0
Lower Northern Sydney,North Sydney,Drug offences,Possession and/or use of narcotics,0,3,2,0,0,3,0,1,0,0,0,0
Lower Northern Sydney,North Sydney,Drug offences,Possession and/or use of cannabis,8,4,6,17,10,27,10,22,10,16,4,13
Lower Northern Sydney,North Sydney,Drug offences,Possession and/or use of amphetamines,1,3,2,0,0,1,4,2,0,1,0,1
Lower Northern Sydney,North Sydney,Drug offences,Possession and/or use of ecstasy,0,0,0,0,1,0,1,1,0,0,1,0
Lower Northern Sydney,North Sydney,Drug offences,Possession and/or use of other drugs,0,0,0,0,0,0,2,2,0,4,1,2
Lower Northern Sydney,North Sydney,Drug offences,"Dealing, trafficking in cocaine",0,0,2,1,0,1,0,0,0,0,0,0
Lower Northern Sydney,North Sydney,Drug offences,"Dealing, trafficking in narcotics",0,1,1,0,0,0,3,1,1,0,0,1
Lower Northern Sydney,North Sydney,Drug offences,"Dealing, trafficking in cannabis",0,0,10,2,0,0,0,1,1,0,0,1
Lower Northern Sydney,North Sydney,Drug offences,"Dealing, trafficking in amphetamines",1,1,0,0,0,0,2,2,0,0,0,0
Lower Northern Sydney,North Sydney,Drug offences,"Dealing, trafficking in ecstasy",0,0,0,0,0,0,0,0,0,0,0,1
Lower Northern Sydney,North Sydney,Drug offences,"Dealing, trafficking in other drugs",0,0,0,0,0,0,0,0,0,2,0,0
Lower Northern Sydney,North Sydney,Drug offences,Cultivating cannabis,0,0,1,1,2,1,1,0,0,1,1,0
Lower Northern Sydney,North Sydney,Drug offences,Manufacture drug,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,North Sydney,Drug offences,Importing drugs,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,North Sydney,Drug offences,Other drug offences,2,3,3,5,1,6,3,3,0,1,0,0
Lower Northern Sydney,North Sydney,Prohibited and regulated weapons offences,,2,2,3,3,3,3,2,3,2,1,0,1
Lower Northern Sydney,North Sydney,Disorderly conduct,Trespass,1,1,5,2,2,3,0,5,0,3,2,1
